Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Base Stats - Total: 530	Base Stats - Total: 530	72	95	67	103	71	122
Max StatsHindering Nature	Lv. 100	254 - 348	175 - 260	125 - 209	189 - 274	132 - 216	224 - 308
Max StatsNeutral Nature	Lv. 100	254 - 348	195 - 289	139 - 233	211 - 305	147 - 241	249 - 343
Max StatsBeneficial Nature	Lv. 100	254 - 348	214 - 317	152 - 256	232 - 335	161 - 265	273 - 377
Base Stats - Total: 237	Base Stats - Total: 237	38	36	38	32	36	57
Max StatsHindering Nature	Lv. 100	186 - 280	69 - 153	72 - 157	62 - 146	69 - 153	107 - 191
Max StatsNeutral Nature	Lv. 100	186 - 280	77 - 171	81 - 175	69 - 163	77 - 171	119 - 213
Max StatsBeneficial Nature	Lv. 100	186 - 280	84 - 188	89 - 192	75 - 179	84 - 188	130 - 234
Base Stats - Total: 423	Base Stats - Total: 423	85	56	77	50	77	78
Max StatsHindering Nature	Lv. 100	280 - 374	105 - 189	143 - 227	94 - 179	143 - 227	144 - 229
Max StatsNeutral Nature	Lv. 100	280 - 374	117 - 211	159 - 253	105 - 199	159 - 253	161 - 255
Max StatsBeneficial Nature	Lv. 100	280 - 374	128 - 232	174 - 278	115 - 218	174 - 278	177 - 280
Base Stats - Total: 278	Base Stats - Total: 278	45	50	43	40	38	62
Max StatsHindering Nature	Lv. 100	200 - 294	94 - 179	81 - 166	76 - 161	72 - 157	116 - 200
Max StatsNeutral Nature	Lv. 100	200 - 294	105 - 199	91 - 185	85 - 179	81 - 175	129 - 223
Max StatsBeneficial Nature	Lv. 100	200 - 294	115 - 218	100 - 203	93 - 196	89 - 192	141 - 245
Base Stats - Total: 382	Base Stats - Total: 382	62	73	55	56	52	84
Max StatsHindering Nature	Lv. 100	234 - 328	135 - 220	103 - 188	105 - 189	98 - 182	155 - 240
Max StatsNeutral Nature	Lv. 100	234 - 328	151 - 245	115 - 209	117 - 211	109 - 203	173 - 267
Max StatsBeneficial Nature	Lv. 100	234 - 328	166 - 269	126 - 229	128 - 232	119 - 223	190 - 293
Base Stats - Total: 499	Base Stats - Total: 499	78	81	71	74	69	126
Max StatsHindering Nature	Lv. 100	266 - 360	150 - 234	132 - 216	137 - 222	128 - 213	231 - 315
Max StatsNeutral Nature	Lv. 100	266 - 360	167 - 261	147 - 241	153 - 247	143 - 237	257 - 351
Max StatsBeneficial Nature	Lv. 100	266 - 360	183 - 287	161 - 265	168 - 271	157 - 260	282 - 386
Base Stats - Total: 200	Base Stats - Total: 200	38	35	40	27	25	35
Max StatsHindering Nature	Lv. 100	186 - 280	67 - 152	76 - 161	53 - 137	49 - 134	67 - 152
Max StatsNeutral Nature	Lv. 100	186 - 280	75 - 169	85 - 179	59 - 153	55 - 149	75 - 169
Max StatsBeneficial Nature	Lv. 100	186 - 280	82 - 185	93 - 196	64 - 168	60 - 163	82 - 185
Base Stats - Total: 213	Base Stats - Total: 213	45	22	60	27	30	29
Max StatsHindering Nature	Lv. 100	200 - 294	44 - 128	112 - 197	53 - 137	58 - 143	56 - 141
Max StatsNeutral Nature	Lv. 100	200 - 294	49 - 143	125 - 219	59 - 153	65 - 159	63 - 157
Max StatsBeneficial Nature	Lv. 100	200 - 294	53 - 157	137 - 240	64 - 168	71 - 174	69 - 172
Base Stats - Total: 411	Base Stats - Total: 411	80	52	50	90	50	89
Max StatsHindering Nature	Lv. 100	270 - 364	98 - 182	94 - 179	166 - 251	94 - 179	164 - 249
Max StatsNeutral Nature	Lv. 100	270 - 364	109 - 203	105 - 199	185 - 279	105 - 199	183 - 277
Max StatsBeneficial Nature	Lv. 100	270 - 364	119 - 223	115 - 218	203 - 306	115 - 218	201 - 304
Base Stats - Total: 369	Base Stats - Total: 369	62	50	58	73	54	72
Max StatsHindering Nature	Lv. 100	234 - 328	94 - 179	108 - 193	135 - 220	101 - 186	134 - 218
Max StatsNeutral Nature	Lv. 100	234 - 328	105 - 199	121 - 215	151 - 245	113 - 207	149 - 243
Max StatsBeneficial Nature	Lv. 100	234 - 328	115 - 218	133 - 236	166 - 269	124 - 227	163 - 267
Base Stats - Total: 507	Base Stats - Total: 507	86	68	72	109	66	106
Max StatsHindering Nature	Lv. 100	282 - 376	126 - 211	134 - 218	200 - 285	123 - 207	195 - 279
Max StatsNeutral Nature	Lv. 100	282 - 376	141 - 235	149 - 243	223 - 317	137 - 231	217 - 311
Max StatsBeneficial Nature	Lv. 100	282 - 376	155 - 258	163 - 267	245 - 348	150 - 254	238 - 342
Base Stats - Total: 303	Base Stats - Total: 303	44	38	39	61	79	42
Max StatsHindering Nature	Lv. 100	198 - 292	72 - 157	74 - 159	114 - 198	146 - 231	80 - 164
Max StatsNeutral Nature	Lv. 100	198 - 292	81 - 175	83 - 177	127 - 221	163 - 257	89 - 183
Max StatsBeneficial Nature	Lv. 100	198 - 292	89 - 192	91 - 194	139 - 243	179 - 282	97 - 201
Base Stats - Total: 371	Base Stats - Total: 371	54	45	47	75	98	52
Max StatsHindering Nature	Lv. 100	218 - 312	85 - 170	89 - 173	139 - 224	180 - 265	98 - 182
Max StatsNeutral Nature	Lv. 100	218 - 312	95 - 189	99 - 193	155 - 249	201 - 295	109 - 203
Max StatsBeneficial Nature	Lv. 100	218 - 312	104 - 207	108 - 212	170 - 273	221 - 324	119 - 223
Base Stats - Total: 552	Base Stats - Total: 552	78	65	68	112	154	75
Max StatsHindering Nature	Lv. 100	266 - 360	121 - 206	126 - 211	206 - 290	281 - 366	139 - 224
Max StatsNeutral Nature	Lv. 100	266 - 360	135 - 229	141 - 235	229 - 323	313 - 407	155 - 249
Max StatsBeneficial Nature	Lv. 100	266 - 360	148 - 251	155 - 258	251 - 355	344 - 447	170 - 273
Base Stats - Total: 350	Base Stats - Total: 350	66	65	48	62	57	52
Max StatsHindering Nature	Lv. 100	242 - 336	121 - 206	90 - 175	116 - 200	107 - 191	98 - 182
Max StatsNeutral Nature	Lv. 100	242 - 336	135 - 229	101 - 195	129 - 223	119 - 213	109 - 203
Max StatsBeneficial Nature	Lv. 100	242 - 336	148 - 251	111 - 214	141 - 245	130 - 234	119 - 223
Base Stats - Total: 531	Base Stats - Total: 531	123	100	62	97	81	68
Max StatsHindering Nature	Lv. 100	356 - 450	184 - 269	116 - 200	179 - 263	150 - 234	126 - 211
Max StatsNeutral Nature	Lv. 100	356 - 450	205 - 299	129 - 223	199 - 293	167 - 261	141 - 235
Max StatsBeneficial Nature	Lv. 100	356 - 450	225 - 328	141 - 245	218 - 322	183 - 287	155 - 258
Base Stats - Total: 348	Base Stats - Total: 348	67	82	62	46	48	43
Max StatsHindering Nature	Lv. 100	244 - 338	152 - 236	116 - 200	87 - 171	90 - 175	81 - 166
Max StatsNeutral Nature	Lv. 100	244 - 338	169 - 263	129 - 223	97 - 191	101 - 195	91 - 185
Max StatsBeneficial Nature	Lv. 100	244 - 338	185 - 289	141 - 245	106 - 210	111 - 214	100 - 203
Base Stats - Total: 495	Base Stats - Total: 495	95	124	78	69	71	58
Max StatsHindering Nature	Lv. 100	300 - 394	227 - 312	144 - 229	128 - 213	132 - 216	108 - 193
Max StatsNeutral Nature	Lv. 100	300 - 394	253 - 347	161 - 255	143 - 237	147 - 241	121 - 215
Max StatsBeneficial Nature	Lv. 100	300 - 394	278 - 381	177 - 280	157 - 260	161 - 265	133 - 236
Base Stats - Total: 472	Base Stats - Total: 472	75	80	60	65	90	102
Max StatsHindering Nature	Lv. 100	260 - 354	148 - 233	112 - 197	121 - 206	166 - 251	188 - 272
Max StatsNeutral Nature	Lv. 100	260 - 354	165 - 259	125 - 219	135 - 229	185 - 279	209 - 303
Max StatsBeneficial Nature	Lv. 100	260 - 354	181 - 284	137 - 240	148 - 251	203 - 306	229 - 333
Base Stats - Total: 355	Base Stats - Total: 355	62	48	54	63	60	68
Max StatsHindering Nature	Lv. 100	234 - 328	90 - 175	101 - 186	117 - 202	112 - 197	126 - 211
Max StatsNeutral Nature	Lv. 100	234 - 328	101 - 195	113 - 207	131 - 225	125 - 219	141 - 235
Max StatsBeneficial Nature	Lv. 100	234 - 328	111 - 214	124 - 227	144 - 247	137 - 240	155 - 258
Base Stats - Total: 466	Base Stats - Total: 466	74	48	76	83	81	104
Max StatsHindering Nature	Lv. 100	258 - 352	90 - 175	141 - 225	153 - 238	150 - 234	191 - 276
Max StatsNeutral Nature	Lv. 100	258 - 352	101 - 195	157 - 251	171 - 265	167 - 261	213 - 307
Max StatsBeneficial Nature	Lv. 100	258 - 352	111 - 214	172 - 276	188 - 291	183 - 287	234 - 337
Base Stats - Total: 325	Base Stats - Total: 325	45	80	100	35	37	28
Max StatsHindering Nature	Lv. 100	200 - 294	148 - 233	184 - 269	67 - 152	71 - 155	54 - 139
Max StatsNeutral Nature	Lv. 100	200 - 294	165 - 259	205 - 299	75 - 169	79 - 173	61 - 155
Max StatsBeneficial Nature	Lv. 100	200 - 294	181 - 284	225 - 328	82 - 185	86 - 190	67 - 170
Base Stats - Total: 448	Base Stats - Total: 448	59	110	150	45	49	35
Max StatsHindering Nature	Lv. 100	228 - 322	202 - 287	274 - 359	85 - 170	92 - 177	67 - 152
Max StatsNeutral Nature	Lv. 100	228 - 322	225 - 319	305 - 399	95 - 189	103 - 197	75 - 169
Max StatsBeneficial Nature	Lv. 100	228 - 322	247 - 350	335 - 438	104 - 207	113 - 216	82 - 185
Base Stats - Total: 520	Base Stats - Total: 520	60	50	150	50	150	60
Max StatsHindering Nature	Lv. 100	230 - 324	94 - 179	274 - 359	94 - 179	274 - 359	112 - 197
Max StatsNeutral Nature	Lv. 100	230 - 324	105 - 199	305 - 399	105 - 199	305 - 399	125 - 219
Max StatsBeneficial Nature	Lv. 100	230 - 324	115 - 218	335 - 438	115 - 218	335 - 438	137 - 240
Base Stats - Total: 341	Base Stats - Total: 341	78	52	60	63	65	23
Max StatsHindering Nature	Lv. 100	266 - 360	98 - 182	112 - 197	117 - 202	121 - 206	45 - 130
Max StatsNeutral Nature	Lv. 100	266 - 360	109 - 203	125 - 219	131 - 225	135 - 229	51 - 145
Max StatsBeneficial Nature	Lv. 100	266 - 360	119 - 223	137 - 240	144 - 247	148 - 251	56 - 159
Base Stats - Total: 462	Base Stats - Total: 462	101	72	72	99	89	29
Max StatsHindering Nature	Lv. 100	312 - 406	134 - 218	134 - 218	182 - 267	164 - 249	56 - 141
Max StatsNeutral Nature	Lv. 100	312 - 406	149 - 243	149 - 243	203 - 297	183 - 277	63 - 157
Max StatsBeneficial Nature	Lv. 100	312 - 406	163 - 267	163 - 267	223 - 326	201 - 304	69 - 172
Base Stats - Total: 341	Base Stats - Total: 341	62	48	66	59	57	49
Max StatsHindering Nature	Lv. 100	234 - 328	90 - 175	123 - 207	110 - 195	107 - 191	92 - 177
Max StatsNeutral Nature	Lv. 100	234 - 328	101 - 195	137 - 231	123 - 217	119 - 213	103 - 197
Max StatsBeneficial Nature	Lv. 100	234 - 328	111 - 214	150 - 254	135 - 238	130 - 234	113 - 216
Base Stats - Total: 480	Base Stats - Total: 480	82	80	86	85	75	72
Max StatsHindering Nature	Lv. 100	274 - 368	148 - 233	159 - 243	157 - 242	139 - 224	134 - 218
Max StatsNeutral Nature	Lv. 100	274 - 368	165 - 259	177 - 271	175 - 269	155 - 249	149 - 243
Max StatsBeneficial Nature	Lv. 100	274 - 368	181 - 284	194 - 298	192 - 295	170 - 273	163 - 267
Base Stats - Total: 288	Base Stats - Total: 288	53	54	53	37	46	45
Max StatsHindering Nature	Lv. 100	216 - 310	101 - 186	99 - 184	71 - 155	87 - 171	85 - 170
Max StatsNeutral Nature	Lv. 100	216 - 310	113 - 207	111 - 205	79 - 173	97 - 191	95 - 189
Max StatsBeneficial Nature	Lv. 100	216 - 310	124 - 227	122 - 225	86 - 190	106 - 210	104 - 207
Base Stats - Total: 482	Base Stats - Total: 482	86	92	88	68	75	73
Max StatsHindering Nature	Lv. 100	282 - 376	170 - 254	162 - 247	126 - 211	139 - 224	135 - 220
Max StatsNeutral Nature	Lv. 100	282 - 376	189 - 283	181 - 275	141 - 235	155 - 249	151 - 245
Max StatsBeneficial Nature	Lv. 100	282 - 376	207 - 311	199 - 302	155 - 258	170 - 273	166 - 269
Base Stats - Total: 306	Base Stats - Total: 306	42	52	67	39	56	50
Max StatsHindering Nature	Lv. 100	194 - 288	98 - 182	125 - 209	74 - 159	105 - 189	94 - 179
Max StatsNeutral Nature	Lv. 100	194 - 288	109 - 203	139 - 233	83 - 177	117 - 211	105 - 199
Max StatsBeneficial Nature	Lv. 100	194 - 288	119 - 223	152 - 256	91 - 194	128 - 232	115 - 218
Base Stats - Total: 500	Base Stats - Total: 500	72	105	115	54	86	68
Max StatsHindering Nature	Lv. 100	254 - 348	193 - 278	211 - 296	101 - 186	159 - 243	126 - 211
Max StatsNeutral Nature	Lv. 100	254 - 348	215 - 309	235 - 329	113 - 207	177 - 271	141 - 235
Max StatsBeneficial Nature	Lv. 100	254 - 348	236 - 339	258 - 361	124 - 227	194 - 298	155 - 258
Base Stats - Total: 320	Base Stats - Total: 320	50	60	60	60	60	30
Max StatsHindering Nature	Lv. 100	210 - 304	112 - 197	112 - 197	112 - 197	112 - 197	58 - 143
Max StatsNeutral Nature	Lv. 100	210 - 304	125 - 219	125 - 219	125 - 219	125 - 219	65 - 159
Max StatsBeneficial Nature	Lv. 100	210 - 304	137 - 240	137 - 240	137 - 240	137 - 240	71 - 174
Base Stats - Total: 494	Base Stats - Total: 494	65	75	90	97	123	44
Max StatsHindering Nature	Lv. 100	240 - 334	139 - 224	166 - 251	179 - 263	225 - 310	83 - 168
Max StatsNeutral Nature	Lv. 100	240 - 334	155 - 249	185 - 279	199 - 293	251 - 345	93 - 187
Max StatsBeneficial Nature	Lv. 100	240 - 334	170 - 273	203 - 306	218 - 322	276 - 379	102 - 205
Base Stats - Total: 330	Base Stats - Total: 330	50	53	62	58	63	44
Max StatsHindering Nature	Lv. 100	210 - 304	99 - 184	116 - 200	108 - 193	117 - 202	83 - 168
Max StatsNeutral Nature	Lv. 100	210 - 304	111 - 205	129 - 223	121 - 215	131 - 225	93 - 187
Max StatsBeneficial Nature	Lv. 100	210 - 304	122 - 225	141 - 245	133 - 236	144 - 247	102 - 205
Base Stats - Total: 500	Base Stats - Total: 500	71	73	88	120	89	59
Max StatsHindering Nature	Lv. 100	252 - 346	135 - 220	162 - 247	220 - 305	164 - 249	110 - 195
Max StatsNeutral Nature	Lv. 100	252 - 346	151 - 245	181 - 275	245 - 339	183 - 277	123 - 217
Max StatsBeneficial Nature	Lv. 100	252 - 346	166 - 269	199 - 302	269 - 372	201 - 304	135 - 238
Base Stats - Total: 289	Base Stats - Total: 289	44	38	33	61	43	70
Max StatsHindering Nature	Lv. 100	198 - 292	72 - 157	63 - 148	114 - 198	81 - 166	130 - 215
Max StatsNeutral Nature	Lv. 100	198 - 292	81 - 175	71 - 165	127 - 221	91 - 185	145 - 239
Max StatsBeneficial Nature	Lv. 100	198 - 292	89 - 192	78 - 181	139 - 243	100 - 203	159 - 262
Base Stats - Total: 481	Base Stats - Total: 481	62	55	52	109	94	109
Max StatsHindering Nature	Lv. 100	234 - 328	103 - 188	98 - 182	200 - 285	173 - 258	200 - 285
Max StatsNeutral Nature	Lv. 100	234 - 328	115 - 209	109 - 203	223 - 317	193 - 287	223 - 317
Max StatsBeneficial Nature	Lv. 100	234 - 328	126 - 229	119 - 223	245 - 348	212 - 315	245 - 348
Base Stats - Total: 362	Base Stats - Total: 362	58	89	77	45	45	48
Max StatsHindering Nature	Lv. 100	226 - 320	164 - 249	143 - 227	85 - 170	85 - 170	90 - 175
Max StatsNeutral Nature	Lv. 100	226 - 320	183 - 277	159 - 253	95 - 189	95 - 189	101 - 195
Max StatsBeneficial Nature	Lv. 100	226 - 320	201 - 304	174 - 278	104 - 207	104 - 207	111 - 214
Base Stats - Total: 521	Base Stats - Total: 521	82	121	119	69	59	71
Max StatsHindering Nature	Lv. 100	274 - 368	222 - 306	218 - 303	128 - 213	110 - 195	132 - 216
Max StatsNeutral Nature	Lv. 100	274 - 368	247 - 341	243 - 337	143 - 237	123 - 217	147 - 241
Max StatsBeneficial Nature	Lv. 100	274 - 368	271 - 375	267 - 370	157 - 260	135 - 238	161 - 265
Base Stats - Total: 362	Base Stats - Total: 362	77	59	50	67	63	46
Max StatsHindering Nature	Lv. 100	264 - 358	110 - 195	94 - 179	125 - 209	117 - 202	87 - 171
Max StatsNeutral Nature	Lv. 100	264 - 358	123 - 217	105 - 199	139 - 233	131 - 225	97 - 191
Max StatsBeneficial Nature	Lv. 100	264 - 358	135 - 238	115 - 218	152 - 256	144 - 247	106 - 210
Base Stats - Total: 521	Base Stats - Total: 521	123	77	72	99	92	58
Max StatsHindering Nature	Lv. 100	356 - 450	143 - 227	134 - 218	182 - 267	170 - 254	108 - 193
Max StatsNeutral Nature	Lv. 100	356 - 450	159 - 253	149 - 243	203 - 297	189 - 283	121 - 215
Max StatsBeneficial Nature	Lv. 100	356 - 450	174 - 278	163 - 267	223 - 326	207 - 311	133 - 236
Base Stats - Total: 525	Base Stats - Total: 525	95	65	65	110	130	60
Max StatsHindering Nature	Lv. 100	300 - 394	121 - 206	121 - 206	202 - 287	238 - 323	112 - 197
Max StatsNeutral Nature	Lv. 100	300 - 394	135 - 229	135 - 229	225 - 319	265 - 359	125 - 219
Max StatsBeneficial Nature	Lv. 100	300 - 394	148 - 251	148 - 251	247 - 350	291 - 394	137 - 240
Base Stats - Total: 500	Base Stats - Total: 500	78	92	75	74	63	118
Max StatsHindering Nature	Lv. 100	266 - 360	170 - 254	139 - 224	137 - 222	117 - 202	216 - 301
Max StatsNeutral Nature	Lv. 100	266 - 360	189 - 283	155 - 249	153 - 247	131 - 225	241 - 335
Max StatsBeneficial Nature	Lv. 100	266 - 360	207 - 311	170 - 273	168 - 271	144 - 247	265 - 368
Base Stats - Total: 431	Base Stats - Total: 431	67	58	57	81	67	101
Max StatsHindering Nature	Lv. 100	244 - 338	108 - 193	107 - 191	150 - 234	125 - 209	186 - 270
Max StatsNeutral Nature	Lv. 100	244 - 338	121 - 215	119 - 213	167 - 261	139 - 233	207 - 301
Max StatsBeneficial Nature	Lv. 100	244 - 338	133 - 236	130 - 234	183 - 287	152 - 256	227 - 331
Base Stats - Total: 500	Base Stats - Total: 500	50	50	150	50	150	50
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	274 - 359	94 - 179	274 - 359	94 - 179
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	305 - 399	105 - 199	305 - 399	105 - 199
Max StatsBeneficial Nature	Lv. 100	210 - 304	115 - 218	335 - 438	115 - 218	335 - 438	115 - 218
Base Stats - Total: 300	Base Stats - Total: 300	45	50	35	55	75	40
Max StatsHindering Nature	Lv. 100	200 - 294	94 - 179	67 - 152	103 - 188	139 - 224	76 - 161
Max StatsNeutral Nature	Lv. 100	200 - 294	105 - 199	75 - 169	115 - 209	155 - 249	85 - 179
Max StatsBeneficial Nature	Lv. 100	200 - 294	115 - 218	82 - 185	126 - 229	170 - 273	93 - 196
Base Stats - Total: 452	Base Stats - Total: 452	68	75	53	83	113	60
Max StatsHindering Nature	Lv. 100	246 - 340	139 - 224	99 - 184	153 - 238	207 - 292	112 - 197
Max StatsNeutral Nature	Lv. 100	246 - 340	155 - 249	111 - 205	171 - 265	231 - 325	125 - 219
Max StatsBeneficial Nature	Lv. 100	246 - 340	170 - 273	122 - 225	188 - 291	254 - 357	137 - 240
Base Stats - Total: 600	Base Stats - Total: 600	90	100	70	110	150	80
Max StatsHindering Nature	Lv. 100	290 - 384	184 - 269	130 - 215	202 - 287	274 - 359	148 - 233
Max StatsNeutral Nature	Lv. 100	290 - 384	205 - 299	145 - 239	225 - 319	305 - 399	165 - 259
Max StatsBeneficial Nature	Lv. 100	290 - 384	225 - 328	159 - 262	247 - 350	335 - 438	181 - 284
Base Stats - Total: 470	Base Stats - Total: 470	57	80	91	80	87	75
Max StatsHindering Nature	Lv. 100	224 - 318	148 - 233	168 - 252	148 - 233	161 - 245	139 - 224
Max StatsNeutral Nature	Lv. 100	224 - 318	165 - 259	187 - 281	165 - 259	179 - 273	155 - 249
Max StatsBeneficial Nature	Lv. 100	224 - 318	181 - 284	205 - 309	181 - 284	196 - 300	170 - 273
Base Stats - Total: 309	Base Stats - Total: 309	43	70	48	50	60	38
Max StatsHindering Nature	Lv. 100	196 - 290	130 - 215	90 - 175	94 - 179	112 - 197	72 - 157
Max StatsNeutral Nature	Lv. 100	196 - 290	145 - 239	101 - 195	105 - 199	125 - 219	81 - 175
Max StatsBeneficial Nature	Lv. 100	196 - 290	159 - 262	111 - 214	115 - 218	137 - 240	89 - 192
Base Stats - Total: 474	Base Stats - Total: 474	85	110	76	65	82	56
Max StatsHindering Nature	Lv. 100	280 - 374	202 - 287	141 - 225	121 - 206	152 - 236	105 - 189
Max StatsNeutral Nature	Lv. 100	280 - 374	225 - 319	157 - 251	135 - 229	169 - 263	117 - 211
Max StatsBeneficial Nature	Lv. 100	280 - 374	247 - 350	172 - 276	148 - 251	185 - 289	128 - 232
Base Stats - Total: 335	Base Stats - Total: 335	49	66	70	44	55	51
Max StatsHindering Nature	Lv. 100	208 - 302	123 - 207	130 - 215	83 - 168	103 - 188	96 - 180
Max StatsNeutral Nature	Lv. 100	208 - 302	137 - 231	145 - 239	93 - 187	115 - 209	107 - 201
Max StatsBeneficial Nature	Lv. 100	208 - 302	150 - 254	159 - 262	102 - 205	126 - 229	117 - 221
Base Stats - Total: 494	Base Stats - Total: 494	65	90	122	58	75	84
Max StatsHindering Nature	Lv. 100	240 - 334	166 - 251	224 - 308	108 - 193	139 - 224	155 - 240
Max StatsNeutral Nature	Lv. 100	240 - 334	185 - 279	249 - 343	121 - 215	155 - 249	173 - 267
Max StatsBeneficial Nature	Lv. 100	240 - 334	203 - 306	273 - 377	133 - 236	170 - 273	190 - 293
Base Stats - Total: 304	Base Stats - Total: 304	55	69	85	32	35	28
Max StatsHindering Nature	Lv. 100	220 - 314	128 - 213	157 - 242	62 - 146	67 - 152	54 - 139
Max StatsNeutral Nature	Lv. 100	220 - 314	143 - 237	175 - 269	69 - 163	75 - 169	61 - 155
Max StatsBeneficial Nature	Lv. 100	220 - 314	157 - 260	192 - 295	75 - 179	82 - 185	67 - 170
Base Stats - Total: 514	Base Stats - Total: 514	95	117	184	44	46	28
Max StatsHindering Nature	Lv. 100	300 - 394	215 - 299	335 - 420	83 - 168	87 - 171	54 - 139
Max StatsNeutral Nature	Lv. 100	300 - 394	239 - 333	373 - 467	93 - 187	97 - 191	61 - 155
Max StatsBeneficial Nature	Lv. 100	300 - 394	262 - 366	410 - 513	102 - 205	106 - 210	67 - 170
Base Stats - Total: 245	Base Stats - Total: 245	40	30	35	45	40	55
Max StatsHindering Nature	Lv. 100	190 - 284	58 - 143	67 - 152	85 - 170	76 - 161	103 - 188
Max StatsNeutral Nature	Lv. 100	190 - 284	65 - 159	75 - 169	95 - 189	85 - 179	115 - 209
Max StatsBeneficial Nature	Lv. 100	190 - 284	71 - 174	82 - 185	104 - 207	93 - 196	126 - 229
Base Stats - Total: 535	Base Stats - Total: 535	85	70	80	97	80	123
Max StatsHindering Nature	Lv. 100	280 - 374	130 - 215	148 - 233	179 - 263	148 - 233	225 - 310
Max StatsNeutral Nature	Lv. 100	280 - 374	145 - 239	165 - 259	199 - 293	165 - 259	251 - 345
Max StatsBeneficial Nature	Lv. 100	280 - 374	159 - 262	181 - 284	218 - 322	181 - 284	276 - 379
Base Stats - Total: 680	Base Stats - Total: 680	126	131	95	131	98	99
Max StatsHindering Nature	Lv. 100	362 - 456	240 - 324	175 - 260	240 - 324	180 - 265	182 - 267
Max StatsNeutral Nature	Lv. 100	362 - 456	267 - 361	195 - 289	267 - 361	201 - 295	203 - 297
Max StatsBeneficial Nature	Lv. 100	362 - 456	293 - 397	214 - 317	293 - 397	221 - 324	223 - 326
Base Stats - Total: 680	Base Stats - Total: 680	126	131	95	131	98	99
Max StatsHindering Nature	Lv. 100	362 - 456	240 - 324	175 - 260	240 - 324	180 - 265	182 - 267
Max StatsNeutral Nature	Lv. 100	362 - 456	267 - 361	195 - 289	267 - 361	201 - 295	203 - 297
Max StatsBeneficial Nature	Lv. 100	362 - 456	293 - 397	214 - 317	293 - 397	221 - 324	223 - 326
Base Stats - Total: 600	Base Stats - Total: 600	108	100	121	81	95	95
Max StatsHindering Nature	Lv. 100	326 - 420	184 - 269	222 - 306	150 - 234	175 - 260	175 - 260
Max StatsNeutral Nature	Lv. 100	326 - 420	205 - 299	247 - 341	167 - 261	195 - 289	195 - 289
Max StatsBeneficial Nature	Lv. 100	326 - 420	225 - 328	271 - 375	183 - 287	214 - 317	214 - 317
Base Stats - Total: 600	Base Stats - Total: 600	50	100	150	100	150	50
Max StatsHindering Nature	Lv. 100	210 - 304	184 - 269	274 - 359	184 - 269	274 - 359	94 - 179
Max StatsNeutral Nature	Lv. 100	210 - 304	205 - 299	305 - 399	205 - 299	305 - 399	105 - 199
Max StatsBeneficial Nature	Lv. 100	210 - 304	225 - 328	335 - 438	225 - 328	335 - 438	115 - 218
Base Stats - Total: 600	Base Stats - Total: 600	80	110	60	150	130	70
