0	1
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ghost  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ghost  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Poison	1×
Ghost	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Rock  4×  Water  2×  Electric  2×	
Weak to:	Rock  4×  Water  2×  Electric  2×
Rock	4×
Water	2×
Electric	2×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Fairy  ½×	
Resistant to:	Fighting  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Fairy  ½×
Fighting	½×
Bug	¼×
Steel	½×
Fire	½×
Grass	¼×
Fairy	½×
Notes: If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 2×.	Notes: If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 2×.
Notes:	
If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Ghost  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Ghost  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×
Normal	1×
Ghost	1×
Water	1×
Electric	1×
Psychic	1×
Ice	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Rock  2×  Steel  2×  Fire  2×	
Weak to:	Flying  2×  Poison  2×  Rock  2×  Steel  2×  Fire  2×
Flying	2×
Poison	2×
Rock	2×
Steel	2×
Fire	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Fighting  ¼×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×	
Resistant to:	Fighting  ¼×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×
Fighting	¼×
Ground	½×
Bug	½×
Grass	½×
Dark	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Ghost  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Ghost  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×
Normal	1×
Ghost	1×
Water	1×
Electric	1×
Psychic	1×
Ice	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Rock  2×  Steel  2×  Fire  2×	
Weak to:	Flying  2×  Poison  2×  Rock  2×  Steel  2×  Fire  2×
Flying	2×
Poison	2×
Rock	2×
Steel	2×
Fire	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Fighting  ¼×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×	
Resistant to:	Fighting  ¼×  Ground  ½×  Bug  ½×  Grass  ½×  Dark  ½×
Fighting	¼×
Ground	½×
Bug	½×
Grass	½×
Dark	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Rock  1×  Bug  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Rock  1×  Bug  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Rock	1×
Bug	1×
Ghost	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×	
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Fighting	2×
Ground	2×
Steel	2×
Water	2×
Grass	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×
Normal	½×
Flying	½×
Poison	½×
Fire	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Rock  1×  Bug  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Rock  1×  Bug  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Rock	1×
Bug	1×
Ghost	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×	
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Fighting	2×
Ground	2×
Steel	2×
Water	2×
Grass	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×
Normal	½×
Flying	½×
Poison	½×
Fire	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  2×  Electric  2×	
Weak to:	Grass  2×  Electric  2×
Grass	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×	
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Grass  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Grass  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Grass	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Electric  2×  Psychic  2×	
Weak to:	Ground  2×  Electric  2×  Psychic  2×
Ground	2×
Electric	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
Fairy	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Grass  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Grass  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Grass	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Electric  2×  Psychic  2×	
Weak to:	Ground  2×  Electric  2×  Psychic  2×
Ground	2×
Electric	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
Fairy	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Ground	1×
Bug	1×
Ghost	1×
Steel	1×
Fire	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Water  2×  Grass  2×  Ice  2×	
Weak to:	Water  2×  Grass  2×  Ice  2×
Water	2×
Grass	2×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Poison  ½×  Rock  ½×	
Resistant to:	Poison  ½×  Rock  ½×
Poison	½×
Rock	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Ground	1×
Bug	1×
Ghost	1×
Steel	1×
Fire	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Water  2×  Grass  2×  Ice  2×	
Weak to:	Water  2×  Grass  2×  Ice  2×
Water	2×
Grass	2×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Poison  ½×  Rock  ½×	
Resistant to:	Poison  ½×  Rock  ½×
Poison	½×
Rock	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Fire  1×  Grass  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Fire  1×  Grass  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Poison	1×
Bug	1×
Ghost	1×
Fire	1×
Grass	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Rock  2×  Electric  2×	
Weak to:	Flying  2×  Rock  2×  Electric  2×
Flying	2×
Rock	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×	
Resistant to:	Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×
Fighting	½×
Ground	½×
Steel	½×
Water	½×
Ice	½×
Notes: If this Pokémon has Water Absorb, the effectiveness of Water-type moves is 0×. If this Pokémon has Water Bubble, the effectiveness of Fire-type moves is ½×.	Notes: If this Pokémon has Water Absorb, the effectiveness of Water-type moves is 0×. If this Pokémon has Water Bubble, the effectiveness of Fire-type moves is ½×.
Notes:	
If this Pokémon has Water Absorb, the effectiveness of Water-type moves is 0×. If this Pokémon has Water Bubble, the effectiveness of Fire-type moves is ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Fire  1×  Grass  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Fire  1×  Grass  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Poison	1×
Bug	1×
Ghost	1×
Fire	1×
Grass	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Rock  2×  Electric  2×	
Weak to:	Flying  2×  Rock  2×  Electric  2×
Flying	2×
Rock	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×	
Resistant to:	Fighting  ½×  Ground  ½×  Steel  ½×  Water  ½×  Ice  ½×
Fighting	½×
Ground	½×
Steel	½×
Water	½×
Ice	½×
Notes: If this Pokémon has Water Absorb, the effectiveness of Water-type moves is 0×. If this Pokémon has Water Bubble, the effectiveness of Fire-type moves is ½×.	Notes: If this Pokémon has Water Absorb, the effectiveness of Water-type moves is 0×. If this Pokémon has Water Bubble, the effectiveness of Fire-type moves is ½×.
Notes:	
If this Pokémon has Water Absorb, the effectiveness of Water-type moves is 0×. If this Pokémon has Water Bubble, the effectiveness of Fire-type moves is ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Rock	1×
Ghost	1×
Steel	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×	
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Flying	2×
Poison	2×
Bug	2×
Fire	2×
Ice	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×	
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Ground	½×
Water	½×
Grass	½×
Electric	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Rock	1×
Ghost	1×
Steel	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×	
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Flying	2×
Poison	2×
Bug	2×
Fire	2×
Ice	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×	
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Ground	½×
Water	½×
Grass	½×
Electric	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Fairy  1×
Normal	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Fairy	1×
Weak to:  Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×	
Weak to:	Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×
Flying	2×
Poison	4×
Steel	2×
Fire	2×
Ice	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Fighting  ½×  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×	
Resistant to:	Fighting  ½×  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Fighting	½×
Ground	½×
Water	½×
Grass	½×
Electric	½×
Dark	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Fairy  1×
Normal	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Fairy	1×
Weak to:  Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×	
Weak to:	Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×
Flying	2×
Poison	4×
Steel	2×
Fire	2×
Ice	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Fighting  ½×  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×	
Resistant to:	Fighting  ½×  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×  Dark  ½×
Fighting	½×
Ground	½×
Water	½×
Grass	½×
Electric	½×
Dark	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Ghost  1×  Electric  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Ghost  1×  Electric  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Ghost	1×
Electric	1×
Dragon	1×
Dark	1×
Weak to:  Ground  4×  Rock  2×  Water  2×  Psychic  2×	
Weak to:	Ground  4×  Rock  2×  Water  2×  Psychic  2×
Ground	4×
Rock	2×
Water	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Ice  ½×  Fairy  ¼×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Ice  ½×  Fairy  ¼×
Fighting	½×
Poison	½×
Bug	¼×
Steel	½×
Fire	½×
Grass	¼×
Ice	½×
Fairy	¼×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Ghost  1×  Electric  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Ghost  1×  Electric  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Ghost	1×
Electric	1×
Dragon	1×
Dark	1×
Weak to:  Ground  4×  Rock  2×  Water  2×  Psychic  2×	
Weak to:	Ground  4×  Rock  2×  Water  2×  Psychic  2×
Ground	4×
Rock	2×
Water	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ¼×  Steel  ½×  Fire  ½×  Grass  ¼×  Ice  ½×  Fairy  ¼×	
