,First_pokemon,Second_pokemon,Winner
30837,Avalugg,Sylveon,Sylveon
30838,Virizion,Cubchoo,Virizion
30839,Venusaur,Nidoqueen,Venusaur
30840,Garchomp,Mandibuzz,Mandibuzz
30841,Dratini,Espurr,Espurr
30842,Murkrow,Shellder,Murkrow
30843,Garbodor,Huntail,Garbodor
30844,Sealeo,Diggersby,Diggersby
30845,Walrein,Kricketot,Walrein
30846,Ralts,Silcoon,Silcoon
30847,Venonat,Alakazam,Alakazam
30848,Stantler,Beldum,Stantler
30849,Dewott,Primeape,Primeape
30850,Electrode,Venusaur,Electrode
30851,Diancie,Psyduck,Psyduck
30852,Feebas,Timburr,Timburr
30853,Klinklang,Croagunk,Klinklang
30854,Rampardos,Terrakion,Terrakion
30855,Hypno,Hitmontop,Hitmontop
30856,Aegislash,Kyogre,Kyogre
30857,Regigigas,Koffing,Regigigas
30858,Luxray,Cobalion,Cobalion
30859,Shelgon,Nincada,Shelgon
30860,Duosion,Ledyba,Ledyba
30861,Dodrio,Pelipper,Dodrio
30862,Venomoth,Galvantula,Galvantula
30863,Boldore,Kricketot,Kricketot
30864,Tentacool,Cacnea,Cacnea
30865,Ledyba,Arcanine,Arcanine
30866,Regice,Moltres,Moltres
30867,Masquerain,Lopunny,Lopunny
30868,Lilligant,Flabébé,Lilligant
30869,Kabutops,Ralts,Kabutops
30870,Pupitar,Slurpuff,Slurpuff
30871,Azurill,Abra,Abra
30872,Thundurus,Tyrantrum,Thundurus
30873,Roselia,Trapinch,Roselia
30874,Jynx,Stantler,Jynx
30875,Munna,Cryogonal,Cryogonal
30876,Luxio,Cacnea,Luxio
30877,Petilil,Yamask,Yamask
30878,Ninjask,Yveltal,Ninjask
30879,Fraxure,Unown,Fraxure
30880,Mismagius,Linoone,Linoone
30881,Meditite,Rufflet,Rufflet
30882,Roggenrola,Hippopotas,Hippopotas
30883,Linoone,Lickitung,Linoone
30884,Lairon,Spheal,Lairon
30885,Krookodile,Yamask,Krookodile
30886,Sableye,Vileplume,Vileplume
30887,Gyarados,Machoke,Gyarados
30888,Dragonite,Seviper,Dragonite
30889,Typhlosion,Foongus,Typhlosion
30890,Registeel,Croagunk,Croagunk
30891,Cascoon,Rampardos,Rampardos
30892,Heracross,Volcanion,Heracross
30893,Scizor,Sneasel,Scizor
30894,Beartic,Wailmer,Wailmer
30895,Miltank,Chingling,Miltank
30896,Gorebyss,Hawlucha,Hawlucha
30897,Ferrothorn,Delibird,Ferrothorn
30898,Psyduck,Hippowdon,Psyduck
30899,Nuzleaf,Umbreon,Umbreon
30900,Finneon,Anorith,Anorith
30901,Skorupi,Cinccino,Cinccino
30902,Machop,Snivy,Snivy
30903,Mr. Mime,Heracross,Mr. Mime
30904,Quagsire,Cacnea,Cacnea
30905,Jigglypuff,Toxicroak,Toxicroak
30906,Vaporeon,Azumarill,Vaporeon
30907,Heatmor,Porygon-Z,Porygon-Z
30908,Bellsprout,Hawlucha,Hawlucha
30909,Tyranitar,Swoobat,Swoobat
30910,Kyurem,Flygon,Flygon
30911,Sealeo,Mothim,Mothim
30912,Rapidash,Azumarill,Rapidash
30913,Corphish,Scraggy,Scraggy
30914,Flareon,Linoone,Linoone
30915,Meloetta,Dusclops,Dusclops
30916,Sharpedo,Machamp,Sharpedo
30917,Dustox,Solrock,Solrock
30918,Blitzle,Audino,Blitzle
30919,Cleffa,Furfrou,Furfrou
30920,Simipour,Ekans,Simipour
30921,Tepig,Vespiquen,Tepig
30922,Malamar,Lunatone,Malamar
30923,Teddiursa,Sandslash,Sandslash
30924,Qwilfish,Charizard,Charizard
30925,Carnivine,Swampert,Swampert
30926,Dustox,Poochyena,Dustox
30927,Porygon-Z,Cinccino,Cinccino
30928,Spoink,Charmander,Charmander
30929,Gliscor,Carnivine,Gliscor
30930,Dragonair,Sneasel,Sneasel
30931,Togepi,Medicham,Medicham
30932,Magby,Giratina,Giratina
30933,Basculin,Lapras,Basculin
30934,Chespin,Dustox,Dustox
30935,Skuntank,Excadrill,Excadrill
30936,Magby,Excadrill,Excadrill
30937,Swoobat,Pangoro,Swoobat
30938,Kabutops,Whiscash,Kabutops
30939,Vanillite,Golbat,Golbat
30940,Swadloon,Pidove,Pidove
30941,Pansage,Machop,Pansage
30942,Phanpy,Meloetta,Meloetta
30943,Spiritomb,Mandibuzz,Mandibuzz
30944,Kingler,Vanillite,Kingler
30945,Salamence,Mankey,Salamence
30946,Carbink,Seel,Carbink
30947,Remoraid,Lombre,Remoraid
30948,Chespin,Eelektross,Eelektross
30949,Elgyem,Barboach,Barboach
30950,Bunnelby,Golbat,Golbat
30951,Darkrai,Heatran,Darkrai
30952,Remoraid,Ludicolo,Ludicolo
30953,Hitmonchan,Doduo,Hitmonchan
30954,Accelgor,Solosis,Accelgor
30955,Phantump,Virizion,Virizion
30956,Gigalith,Beldum,Beldum
30957,Slurpuff,Emolga,Emolga
30958,Sliggoo,Wurmple,Sliggoo
30959,Ferroseed,Nuzleaf,Nuzleaf
30960,Dewgong,Staravia,Staravia
30961,Salamence,Cloyster,Salamence
30962,Sandslash,Palpitoad,Palpitoad
30963,Mesprit,Chansey,Mesprit
30964,Scizor,Seaking,Seaking
30965,Pichu,Relicanth,Pichu
30966,Woobat,Oshawott,Woobat
30967,Smoochum,Lunatone,Lunatone
30968,Mr. Mime,Deoxys,Deoxys
30969,Infernape,Seadra,Infernape
30970,Mightyena,Cloyster,Cloyster
30971,Elekid,Monferno,Elekid
30972,Misdreavus,Parasect,Misdreavus
30973,Shuppet,Golett,Golett
30974,Dragonite,Amoonguss,Dragonite
30975,Heatran,Rhyperior,Heatran
30976,Tyrogue,Hitmontop,Hitmontop
30977,Gastrodon,Snubbull,Gastrodon
30978,Greninja,Cleffa,Greninja
30979,Gigalith,Delcatty,Gigalith
30980,Corsola,Stantler,Stantler
30981,Vileplume,Togekiss,Togekiss
30982,Registeel,Drifloon,Drifloon
30983,Gourgeist,Hippowdon,Gourgeist
30984,Banette,Nidoqueen,Nidoqueen
30985,Gigalith,Sawk,Sawk
30986,Musharna,Archen,Archen
30987,Sunkern,Scolipede,Scolipede
30988,Sharpedo,Floette,Sharpedo
30989,Scyther,Magcargo,Scyther
30990,Munna,Bagon,Bagon
30991,Kangaskhan,Bastiodon,Bastiodon
30992,Caterpie,Aromatisse,Aromatisse
30993,Bisharp,Whiscash,Bisharp
30994,Scyther,Nidorina,Scyther
30995,Mandibuzz,Gallade,Gallade
30996,Corsola,Farfetch'd,Farfetch'd
30997,Klefki,Qwilfish,Qwilfish
30998,Koffing,Marowak,Marowak
30999,Dedenne,Tirtouga,Dedenne
31000,Timburr,Leafeon,Leafeon
31001,Latias,Cacturne,Cacturne
31002,Magmar,Exploud,Magmar
31003,Totodile,Minccino,Minccino
31004,Electrike,Exeggcute,Electrike
31005,Shiftry,Pidgeotto,Shiftry
31006,Dusknoir,Noibat,Noibat
31007,Roserade,Masquerain,Roserade
31008,Mesprit,Wobbuffet,Mesprit
31009,Yanma,Fletchinder,Yanma
31010,Mothim,Regigigas,Regigigas
31011,Ekans,Dragalge,Ekans
31012,Samurott,Dewgong,Dewgong
31013,Plusle,Lickitung,Plusle
31014,Chikorita,Thundurus,Thundurus
31015,Sunkern,Combee,Combee
31016,Panpour,Grimer,Panpour
31017,Ledian,Frillish,Ledian
31018,Golem,Zygarde,Zygarde
31019,Pidgeotto,Cresselia,Cresselia
31020,Sigilyph,Clamperl,Sigilyph
31021,Skiploom,Onix,Skiploom
31022,Metang,Magcargo,Metang
31023,Slakoth,Toxicroak,Toxicroak
31024,Mienfoo,Mawile,Mienfoo
31025,Toxicroak,Kricketune,Toxicroak
31026,Lapras,Kecleon,Lapras
31027,Archen,Doduo,Doduo
31028,Darumaka,Rhyperior,Darumaka
31029,Honedge,Petilil,Petilil
31030,Krookodile,Flareon,Krookodile
31031,Zekrom,Seedot,Zekrom
31032,Azelf,Panpour,Azelf
31033,Lotad,Shroomish,Shroomish
31034,Dunsparce,Chesnaught,Chesnaught
31035,Sentret,Smoochum,Smoochum
31036,Spiritomb,Delphox,Spiritomb
31037,Sunflora,Bayleef,Bayleef
31038,Houndoom,Fearow,Fearow
31039,Baltoy,Tentacool,Tentacool
31040,Skuntank,Zweilous,Skuntank
31041,Samurott,Gulpin,Samurott
31042,Wobbuffet,Electabuzz,Electabuzz
31043,Solosis,Gardevoir,Gardevoir
31044,Chespin,Duosion,Chespin
31045,Nidoking,Zoroark,Zoroark
31046,Cacnea,Lampent,Lampent
31047,Skorupi,Frogadier,Frogadier
31048,Florges,Skorupi,Florges
31049,Muk,Keldeo,Keldeo
31050,Oddish,Zangoose,Zangoose
31051,Illumise,Wormadam,Illumise
31052,Lopunny,Kadabra,Kadabra
31053,Cofagrigus,Zangoose,Zangoose
31054,Slowbro,Sunkern,Sunkern
31055,Clawitzer,Dialga,Dialga
31056,Garbodor,Azumarill,Garbodor
31057,Bulbasaur,Starmie,Starmie
31058,Ho-oh,Chespin,Ho-oh
31059,Burmy,Lumineon,Lumineon
31060,Dewgong,Donphan,Dewgong
31061,Houndour,Sharpedo,Sharpedo
31062,Litleo,Scolipede,Scolipede
31063,Clamperl,Aerodactyl,Aerodactyl
31064,Tentacruel,Gliscor,Tentacruel
31065,Beautifly,Hypno,Hypno
31066,Flygon,Pansage,Flygon
31067,Joltik,Grotle,Joltik
31068,Koffing,Bergmite,Koffing
31069,Bayleef,Yanmega,Yanmega
31070,Golurk,Pelipper,Pelipper
31071,Seedot,Sharpedo,Sharpedo
31072,Dragalge,Cradily,Dragalge
31073,Kricketot,Beartic,Beartic
31074,Beldum,Abra,Abra
31075,Lucario,Tentacool,Lucario
31076,Shinx,Pidgeot,Pidgeot
31077,Zoroark,Marshtomp,Zoroark
31078,Vileplume,Glameow,Glameow
31079,Drifloon,Beheeyem,Drifloon
31080,Swablu,Chinchou,Chinchou
31081,Minccino,Nidorina,Minccino
31082,Hydreigon,Gligar,Hydreigon
31083,Clamperl,Remoraid,Remoraid
31084,Drowzee,Kabutops,Kabutops
31085,Omastar,Rampardos,Rampardos
31086,Quilava,Spewpa,Quilava
31087,Abomasnow,Lileep,Abomasnow
31088,Reshiram,Deerling,Reshiram
31089,Tynamo,Magcargo,Tynamo
31090,Hippopotas,Espurr,Espurr
31091,Carvanha,Solrock,Carvanha
31092,Bouffalant,Infernape,Infernape
31093,Castform,Dustox,Castform
31094,Cacnea,Shieldon,Cacnea
31095,Luxio,Cresselia,Cresselia
31096,Deerling,Hypno,Deerling
31097,Flygon,Karrablast,Flygon
31098,Rotom,Lanturn,Rotom
31099,Rhyhorn,Venusaur,Venusaur
31100,Barboach,Vivillon,Vivillon
31101,Froslass,Klinklang,Klinklang
31102,Vanillite,Zygarde,Zygarde
31103,Shelmet,Cryogonal,Cryogonal
31104,Ninjask,Elgyem,Ninjask
31105,Ho-oh,Nidorina,Ho-oh
31106,Vulpix,Sableye,Sableye
31107,Bagon,Tympole,Tympole
31108,Feebas,Burmy,Feebas
31109,Basculin,Golurk,Golurk
31110,Noivern,Floatzel,Noivern
31111,Jigglypuff,Abra,Jigglypuff
31112,Feraligatr,Wartortle,Feraligatr
31113,Nosepass,Elgyem,Elgyem
31114,Shiftry,Anorith,Shiftry
31115,Vivillon,Palpitoad,Vivillon
31116,Bagon,Camerupt,Bagon
31117,Koffing,Exeggutor,Exeggutor
31118,Caterpie,Meganium,Meganium
31119,Inkay,Vibrava,Vibrava
31120,Bronzor,Litwick,Bronzor
31121,Horsea,Beautifly,Beautifly
31122,Florges,Exploud,Florges
31123,Castform,Weavile,Weavile
31124,Roserade,Goodra,Roserade
31125,Venonat,Magmar,Magmar
31126,Houndour,Doduo,Doduo
31127,Gyarados,Vileplume,Gyarados
31128,Murkrow,Flabébé,Murkrow
31129,Koffing,Fletchling,Fletchling
31130,Clefable,Arceus,Arceus
31131,Tynamo,Munchlax,Munchlax
31132,Slakoth,Ampharos,Ampharos
31133,Magmortar,Sealeo,Magmortar
31134,Swadloon,Mantine,Mantine
31135,Yanma,Crawdaunt,Yanma
31136,Stantler,Wingull,Wingull
31137,Skitty,Aron,Skitty
31138,Armaldo,Floette,Floette
31139,Lotad,Loudred,Loudred
31140,Masquerain,Spiritomb,Masquerain
31141,Dratini,Yamask,Dratini
31142,Drilbur,Slowpoke,Drilbur
31143,Carvanha,Teddiursa,Carvanha
31144,Bagon,Nidorino,Nidorino
31145,Granbull,Goodra,Granbull
31146,Claydol,Magby,Magby
31147,Keldeo,Gyarados,Keldeo
31148,Magnezone,Drowzee,Magnezone
31149,Darmanitan,Furret,Darmanitan
31150,Rufflet,Nidoking,Rufflet
31151,Chimchar,Mudkip,Chimchar
31152,Croagunk,Huntail,Huntail
31153,Deino,Darumaka,Darumaka
31154,Kadabra,Lanturn,Kadabra
31155,Aerodactyl,Sandile,Aerodactyl
31156,Cubone,Slowking,Cubone
31157,Exeggutor,Magikarp,Exeggutor
31158,Palkia,Phanpy,Palkia
31159,Braixen,Meowstic,Meowstic
31160,Groudon,Meowth,Meowth
31161,Drapion,Charizard,Charizard
31162,Cloyster,Cacnea,Cloyster
31163,Quagsire,Meloetta,Meloetta
31164,Swinub,Paras,Swinub
31165,Woobat,Scolipede,Scolipede
31166,Simisage,Aerodactyl,Aerodactyl
31167,Quilladin,Roselia,Roselia
31168,Swellow,Pawniard,Swellow
31169,Wartortle,Grimer,Wartortle
31170,Feebas,Gible,Gible
31171,Dragonair,Feebas,Feebas
31172,Mamoswine,Mew,Mew
31173,Aggron,Dugtrio,Dugtrio
31174,Beheeyem,Solosis,Beheeyem
31175,Elekid,Nincada,Elekid
31176,Noivern,Mesprit,Noivern
31177,Mienfoo,Octillery,Mienfoo
31178,Accelgor,Weezing,Accelgor
31179,Togetic,Pidgeotto,Pidgeotto
31180,Deoxys,Jolteon,Deoxys
31181,Infernape,Jirachi,Infernape
31182,Furret,Loudred,Furret
31183,Palpitoad,Cherubi,Palpitoad
31184,Slowking,Tirtouga,Slowking
31185,Solosis,Alomomola,Alomomola
31186,Archeops,Venonat,Archeops
31187,Duosion,Heliolisk,Heliolisk
31188,Zoroark,Umbreon,Zoroark
31189,Fennekin,Piplup,Fennekin
31190,Marowak,Haxorus,Haxorus
31191,Masquerain,Swinub,Masquerain
31192,Vibrava,Kricketune,Vibrava
31193,Amaura,Avalugg,Amaura
31194,Jolteon,Klinklang,Jolteon
31195,Alakazam,Pyroar,Alakazam
31196,Vibrava,Feebas,Feebas
31197,Dialga,NidoranF,Dialga
31198,Yveltal,Reshiram,Yveltal
31199,Relicanth,Tangrowth,Relicanth
31200,Yanmega,Carbink,Yanmega
31201,Farfetch'd,Ekans,Farfetch'd
31202,Chesnaught,Misdreavus,Misdreavus
31203,Granbull,Rhyhorn,Granbull
31204,Sharpedo,Togetic,Sharpedo
31205,Carbink,Gothorita,Gothorita
31206,Vespiquen,Hitmonchan,Hitmonchan
31207,Heatran,Gastrodon,Heatran
31208,Electabuzz,Mesprit,Electabuzz
31209,Forretress,Clamperl,Forretress
31210,Sawk,Jumpluff,Jumpluff
31211,Rhyperior,Nidorina,Rhyperior
31212,Talonflame,Solosis,Talonflame
31213,Celebi,Liepard,Liepard
31214,Whirlipede,Gible,Whirlipede
31215,Druddigon,Yveltal,Yveltal
31216,Vivillon,Avalugg,Avalugg
31217,Abomasnow,Kricketune,Kricketune
31218,Weezing,Crawdaunt,Weezing
31219,Litwick,Magmar,Magmar
31220,Lumineon,Chikorita,Lumineon
31221,Bouffalant,Cloyster,Cloyster
31222,Binacle,Hypno,Hypno
31223,Poochyena,Beartic,Beartic
31224,Venipede,Graveler,Graveler
31225,Pineco,Shelgon,Shelgon
31226,Bellsprout,Carracosta,Bellsprout
31227,Bergmite,Azelf,Azelf
31228,Purugly,Pansear,Purugly
31229,Barboach,Spearow,Spearow
31230,Sandile,Mudkip,Sandile
31231,Medicham,Petilil,Medicham
31232,Venomoth,Mightyena,Venomoth
31233,Lampent,Gabite,Gabite
31234,Quilava,Smoochum,Quilava
31235,Virizion,Vigoroth,Virizion
31236,Mienfoo,Croagunk,Mienfoo
31237,Kirlia,Leavanny,Leavanny
31238,Pineco,Gengar,Gengar
31239,Diggersby,Swoobat,Swoobat
31240,Natu,Elgyem,Natu
31241,Metagross,Delphox,Delphox
31242,Skitty,Litwick,Litwick
31243,Nincada,Ferrothorn,Nincada
31244,Haxorus,Pancham,Haxorus
31245,Archen,Garchomp,Archen
31246,Qwilfish,Froslass,Froslass
31247,Pancham,Taillow,Taillow
31248,Exploud,Lotad,Exploud
31249,Finneon,Patrat,Finneon
31250,Zapdos,Reshiram,Zapdos
31251,Beedrill,Deino,Beedrill
31252,Rhyhorn,Palkia,Palkia
31253,Wobbuffet,Barboach,Barboach
31254,Charmeleon,Horsea,Charmeleon
31255,Ambipom,Dwebble,Ambipom
31256,Magcargo,Virizion,Virizion
31257,Gardevoir,Kabuto,Gardevoir
31258,Lugia,Slowbro,Lugia
31259,Durant,Pupitar,Durant
31260,Scatterbug,Pelipper,Pelipper
31261,Noctowl,Malamar,Malamar
31262,Dustox,Frillish,Dustox
31263,Elgyem,Klinklang,Klinklang
31264,Deerling,Staravia,Staravia
31265,Silcoon,Combusken,Combusken
31266,Shellder,Mamoswine,Mamoswine
31267,Mantine,Vivillon,Vivillon
31268,Mantine,Kakuna,Mantine
31269,Escavalier,Glaceon,Escavalier
31270,Shellos,Venusaur,Venusaur
31271,Weezing,Lombre,Weezing
31272,Spheal,Tornadus,Tornadus
31273,Finneon,Silcoon,Finneon
31274,Slowpoke,Diggersby,Diggersby
31275,Simisear,Turtwig,Simisear
31276,Parasect,NidoranM,NidoranM
31277,Glameow,Mime Jr.,Glameow
31278,Archen,Espeon,Espeon
31279,Buneary,Zekrom,Zekrom
31280,Weedle,Floatzel,Floatzel
31281,Simipour,Floatzel,Floatzel
31282,Crawdaunt,Heliolisk,Heliolisk
31283,Simisear,Dratini,Simisear
31284,Bibarel,Slugma,Bibarel
31285,Lombre,Scizor,Scizor
31286,Porygon-Z,Ampharos,Porygon-Z
31287,Arceus,Durant,Arceus
31288,Nuzleaf,Parasect,Nuzleaf
31289,Pidgey,Vanillite,Pidgey
31290,Garbodor,Nidoking,Nidoking
31291,Tympole,Gothitelle,Gothitelle
31292,Phione,Starmie,Starmie
31293,Tynamo,Rhyhorn,Rhyhorn
31294,Darmanitan,Slakoth,Darmanitan
31295,Goodra,Makuhita,Goodra
31296,Bibarel,Gogoat,Bibarel
31297,Delphox,Sableye,Delphox
31298,Fraxure,Lanturn,Lanturn
31299,Togekiss,Hoopa,Togekiss
31300,Accelgor,Totodile,Accelgor
31301,Sentret,Rotom,Rotom
31302,Ludicolo,Kingdra,Kingdra
31303,Musharna,Zweilous,Zweilous
31304,Greninja,Meditite,Greninja
31305,Gogoat,Farfetch'd,Gogoat
31306,Ledyba,Zigzagoon,Zigzagoon
31307,Ralts,Voltorb,Voltorb
31308,Tentacruel,Glaceon,Tentacruel
31309,Manectric,Eevee,Manectric
31310,Magmortar,Lumineon,Lumineon
31311,Slowking,Eelektrik,Eelektrik
31312,Gengar,Dewgong,Gengar
31313,Glalie,Durant,Durant
31314,Latios,Miltank,Latios
31315,Munna,Gurdurr,Gurdurr
31316,Thundurus,Gliscor,Gliscor
31317,Litleo,Illumise,Illumise
31318,Dragonair,Staryu,Staryu
31319,Pichu,Clefairy,Pichu
31320,Roserade,Fletchling,Roserade
31321,Tyrogue,Electrike,Electrike
31322,Raichu,Emboar,Raichu
31323,Trubbish,Hitmontop,Hitmontop
31324,Regice,Lickilicky,Lickilicky
31325,Palkia,Skrelp,Palkia
31326,Gallade,Treecko,Gallade
31327,Shieldon,Kricketot,Shieldon
31328,Helioptile,Lumineon,Lumineon
31329,Blastoise,Noctowl,Blastoise
31330,Silcoon,Klinklang,Klinklang
31331,Prinplup,Amaura,Prinplup
31332,Empoleon,Kakuna,Empoleon
31333,Electrode,Heatmor,Electrode
31334,Bouffalant,Timburr,Bouffalant
31335,Swanna,Fennekin,Swanna
31336,Seviper,Rotom,Rotom
31337,Scatterbug,Crawdaunt,Crawdaunt
31338,Gothita,Ponyta,Ponyta
31339,Venonat,Mewtwo,Mewtwo
31340,Gorebyss,Toxicroak,Toxicroak
31341,Cobalion,Flabébé,Cobalion
31342,Sneasel,Muk,Sneasel
31343,Slugma,Diancie,Diancie
31344,Crawdaunt,Ampharos,Ampharos
31345,Karrablast,Meganium,Meganium
31346,Vaporeon,Breloom,Breloom
31347,Cobalion,Zubat,Cobalion
31348,Pidgeotto,Jynx,Jynx
31349,Machoke,Hippopotas,Machoke
31350,Starly,Dusknoir,Dusknoir
31351,Tentacool,Vivillon,Vivillon
31352,Slugma,Chansey,Slugma
31353,Swalot,Magnezone,Magnezone
31354,Aerodactyl,Dustox,Aerodactyl
31355,Skiploom,Tympole,Skiploom
31356,Diggersby,Vulpix,Diggersby
31357,Sentret,Alomomola,Alomomola
31358,Rufflet,Bouffalant,Rufflet
31359,Celebi,Crawdaunt,Celebi
31360,Gyarados,Suicune,Suicune
31361,Drifloon,Suicune,Suicune
31362,Deoxys,Kangaskhan,Deoxys
31363,Claydol,Meowstic,Meowstic
31364,Meowth,Sandile,Meowth
31365,Heatran,Sewaddle,Heatran
31366,Lileep,Arceus,Arceus
31367,Sandile,Machop,Sandile
31368,Vespiquen,Plusle,Plusle
31369,Monferno,Oddish,Monferno
31370,Graveler,Boldore,Graveler
31371,Terrakion,Gabite,Terrakion
31372,Leafeon,Shinx,Leafeon
31373,Palkia,Cascoon,Palkia
31374,Simisage,Phantump,Simisage
31375,Raticate,Shuppet,Shuppet
31376,Jirachi,Huntail,Jirachi
31377,Binacle,Golem,Binacle
31378,Staraptor,Lanturn,Staraptor
31379,Heliolisk,Litleo,Heliolisk
31380,Deerling,Cottonee,Deerling
31381,Marowak,Aurorus,Aurorus
31382,Metapod,Corphish,Corphish
31383,Alakazam,Wooper,Alakazam
31384,Conkeldurr,Darkrai,Conkeldurr
31385,Magikarp,Delcatty,Magikarp
31386,Stoutland,Golett,Golett
31387,Emolga,Shellos,Emolga
31388,Scrafty,Croagunk,Scrafty
31389,Bidoof,Raikou,Raikou
31390,Dusclops,Krookodile,Krookodile
31391,Hoothoot,Bunnelby,Bunnelby
31392,Gligar,Heatmor,Gligar
31393,Tangela,Slakoth,Tangela
31394,Inkay,Magnemite,Magnemite
31395,Chansey,Electrike,Electrike
31396,Volbeat,Krokorok,Volbeat
31397,Seaking,Loudred,Seaking
31398,Shelmet,Electrike,Electrike
31399,Spritzee,Alomomola,Alomomola
31400,Shinx,Silcoon,Shinx
31401,Kangaskhan,Relicanth,Kangaskhan
31402,Clamperl,Ambipom,Ambipom
31403,Rhyperior,Wooper,Rhyperior
31404,Omastar,Simisear,Simisear
31405,Gothita,Articuno,Articuno
31406,Volcanion,Sigilyph,Sigilyph
31407,Mightyena,Ekans,Mightyena
31408,Unown,Metang,Metang
31409,Elgyem,Piplup,Piplup
31410,Archeops,Loudred,Archeops
31411,Espeon,Aurorus,Espeon
31412,Spoink,Aron,Aron
31413,Cacturne,Raichu,Raichu
31414,Swanna,Swellow,Swellow
31415,Diggersby,Lapras,Diggersby
31416,Weavile,Klang,Weavile
31417,Toxicroak,Anorith,Toxicroak
31418,Regigigas,Tyranitar,Regigigas
31419,Sableye,Tyrantrum,Tyrantrum
31420,Heatmor,Illumise,Illumise
31421,Torterra,Trevenant,Trevenant
31422,Magmortar,Marill,Magmortar
31423,Dratini,Flabébé,Flabébé
31424,Spritzee,Togetic,Togetic
31425,Breloom,Granbull,Breloom
31426,Kecleon,Noibat,Noibat
31427,Mr. Mime,Riolu,Mr. Mime
31428,Bonsly,Zapdos,Zapdos
31429,Alakazam,Typhlosion,Alakazam
31430,Ampharos,Sigilyph,Sigilyph
31431,Aipom,Slurpuff,Aipom
31432,Vileplume,Pyroar,Pyroar
31433,Steelix,Whismur,Steelix
31434,Larvitar,Braviary,Braviary
31435,Mr. Mime,Pinsir,Mr. Mime
31436,Floatzel,Marill,Floatzel
31437,Munna,Mantine,Mantine
31438,Poliwhirl,Palkia,Palkia
31439,Hitmonchan,Clamperl,Hitmonchan
31440,Mamoswine,Trubbish,Mamoswine
31441,Cradily,Machoke,Machoke
31442,Skarmory,Zorua,Skarmory
31443,Dusclops,Persian,Persian
31444,Ferrothorn,Tirtouga,Tirtouga
31445,Shellder,Shedinja,Shedinja
31446,Cubchoo,Mesprit,Mesprit
31447,Bellossom,Nidoking,Nidoking
31448,Milotic,Latios,Latios
31449,Xerneas,Feraligatr,Xerneas
31450,Gigalith,Tyrunt,Tyrunt
31451,Porygon,Palpitoad,Palpitoad
31452,Treecko,Chatot,Chatot
31453,Scatterbug,Mime Jr.,Mime Jr.
31454,Gigalith,Psyduck,Psyduck
31455,Electrode,Klinklang,Electrode
31456,Vanillish,Raichu,Raichu
31457,Sceptile,Gengar,Sceptile
31458,Politoed,Toxicroak,Toxicroak
31459,Steelix,Klinklang,Klinklang
31460,Mime Jr.,Munchlax,Munchlax
31461,Meowth,Girafarig,Meowth
31462,Bulbasaur,Electrike,Electrike
31463,Drapion,Infernape,Infernape
31464,Dedenne,Wingull,Dedenne
31465,Gloom,Bouffalant,Bouffalant
31466,Vigoroth,Pignite,Vigoroth
31467,Bronzong,Noivern,Noivern
31468,Delphox,Finneon,Delphox
31469,Muk,Seedot,Muk
31470,Mantyke,Spearow,Spearow
31471,Swoobat,Audino,Swoobat
31472,Armaldo,Cobalion,Cobalion
31473,Zigzagoon,Misdreavus,Misdreavus
31474,Smeargle,Claydol,Claydol
31475,Meowstic,Ralts,Meowstic
31476,Medicham,Floatzel,Floatzel
31477,Numel,Horsea,Horsea
31478,Diglett,Azelf,Azelf
31479,Swellow,Igglybuff,Swellow
31480,Spewpa,Pangoro,Pangoro
31481,Gothitelle,Kabuto,Gothitelle
31482,Hoothoot,Thundurus,Thundurus
31483,Gothita,Conkeldurr,Conkeldurr
31484,Chansey,Hitmonchan,Hitmonchan
31485,Rampardos,Stunfisk,Rampardos
31486,Smeargle,Bronzong,Bronzong
31487,Makuhita,Ambipom,Ambipom
31488,Squirtle,Zubat,Zubat
31489,Pidgeot,Buneary,Pidgeot
31490,Haxorus,Slowbro,Haxorus
31491,Feraligatr,Jynx,Jynx
31492,Cubone,Pelipper,Pelipper
31493,Talonflame,Starmie,Talonflame
31494,Exploud,Dragalge,Exploud
31495,Lickilicky,Hitmonlee,Hitmonlee
31496,Tangela,Larvesta,Larvesta
31497,Nidorina,Tympole,Tympole
31498,Grimer,Vileplume,Vileplume
31499,Kangaskhan,Braviary,Kangaskhan
31500,Elekid,Skiploom,Elekid
31501,Nidorina,Grimer,Nidorina
31502,Crobat,Dewott,Crobat
31503,Hitmonlee,Combusken,Hitmonlee
31504,Wartortle,Drifblim,Drifblim
31505,Bellossom,Rufflet,Rufflet
31506,Haxorus,Unfezant,Haxorus
31507,Scrafty,Graveler,Scrafty
31508,Wingull,Skrelp,Skrelp
31509,Makuhita,Rotom,Rotom
31510,Golett,Mesprit,Mesprit
31511,Empoleon,Chansey,Empoleon
31512,Starmie,Rattata,Starmie
31513,Cacnea,Hitmonlee,Hitmonlee
31514,Aipom,Carbink,Aipom
31515,Bastiodon,Gogoat,Gogoat
31516,Larvitar,Snivy,Snivy
31517,Simisage,Raichu,Raichu
31518,Lairon,Suicune,Suicune
31519,Hypno,Elekid,Elekid
31520,Solrock,Rayquaza,Rayquaza
31521,Dragonair,Swirlix,Swirlix
31522,Cloyster,Mothim,Cloyster
31523,Throh,Swampert,Swampert
31524,Parasect,Leavanny,Leavanny
31525,Onix,Unown,Onix
31526,Ambipom,Tornadus,Ambipom
31527,Gogoat,Elekid,Elekid
31528,Noibat,Ivysaur,Ivysaur
